[nummod(men-2, two-1), nsubj(crying-4, men-2), aux(crying-4, are-3), root(ROOT-0, crying-4)] 	[nummod(men-2, Two-1), nsubj(laughing-3, men-2), root(ROOT-0, laughing-3), punct(laughing-3, .-4)] 	1
[det(groom-2, A-1), root(ROOT-0, groom-2), cc(groom-2, and-3), nmod:poss(wife-5, his-4), compound(kiss-6, wife-5), conj:and(groom-2, kiss-6), mark(posing-8, while-7), acl(groom-2, posing-8), case(photos-10, for-9), nmod:for(posing-8, photos-10), punct(groom-2, .-11)] 	[compound(stand-2, Bride-1), root(ROOT-0, stand-2), case(photos-4, for-3), nmod:for(stand-2, photos-4), case(members-6, with-5), nmod:with(photos-4, members-6), case(family-12, of-7), nmod:poss(family-12, her-8), amod(husband-10, new-9), nmod:poss(family-12, husband-10), case(husband-10, 's-11), nmod:of(members-6, family-12), punct(stand-2, .-13)] 	229
[root(ROOT-0, Dogs-1), case(mountainside-4, on-2), det(mountainside-4, a-3), nmod:on(Dogs-1, mountainside-4), case(heads-7, with-5), nmod:poss(heads-7, their-6), nmod:with(mountainside-4, heads-7), case(ground-10, in-8), det(ground-10, the-9), nmod:in(heads-7, ground-10), punct(Dogs-1, .-11)] 	[det(boy-2, The-1), root(ROOT-0, boy-2), cc(boy-2, and-3), det(dog-5, the-4), conj:and(boy-2, dog-5), case(park-9, out-6), mwe(out-6, of-7), det(park-9, the-8), nmod:out_of(boy-2, park-9), case(snow-13, with-10), det(snow-13, a-11), amod(snow-13, little-12), nmod:with(boy-2, snow-13), advmod(ground-17, still-14), case(ground-17, on-15), det(ground-17, the-16), nmod:on(snow-13, ground-17), punct(boy-2, .-18)] 	230
[det(man-2, The-1), nsubj(driving-7, man-2), case(beard-5, with-3), det(beard-5, the-4), nmod:with(man-2, beard-5), aux(driving-7, is-6), root(ROOT-0, driving-7), nmod:poss(car-9, his-8), dobj(driving-7, car-9), punct(driving-7, .-10)] 	[amod(man-2, Black-1), nsubj(driving-3, man-2), root(ROOT-0, driving-3), case(hands-6, with-4), cc:preconj(hands-6, both-5), nmod:with(driving-3, hands-6), case(wheel-10, on-7), det(wheel-10, the-8), amod(wheel-10, steering-9), nmod:on(hands-6, wheel-10), punct(driving-3, .-11)] 	231
[nsubj(raining-3, It-1), aux(raining-3, is-2), root(ROOT-0, raining-3), advmod(lightly-5, very-4), advmod(raining-3, lightly-5), punct(raining-3, .-6)] 	[nsubj(snowing-3, It-1), aux(snowing-3, 's-2), root(ROOT-0, snowing-3), advmod(snowing-3, profusely-4)] 	232
[nummod(children-2, Two-1), root(ROOT-0, children-2), acl(children-2, dressed-3), case(clowns-5, as-4), nmod:as(dressed-3, clowns-5), case(ropes-7, on-6), nmod:on(dressed-3, ropes-7), acl(ropes-7, performing-8), case(children-11, with-9), amod(children-11, other-10), nmod:with(performing-8, children-11), punct(children-2, .-12)] 	[nummod(children-2, Two-1), root(ROOT-0, children-2), acl(children-2, dressed-3), case(Atorjuhan-6, as-4), compound(Atorjuhan-6, clowns-5), nmod:as(dressed-3, Atorjuhan-6), case(ropes-9, on-7), det(ropes-9, the-8), nmod:on(dressed-3, ropes-9), case(children-13, over-10), det(children-13, the-11), amod(children-13, other-12), nmod:over(ropes-9, children-13), punct(children-13, ,-14), nsubj(uniform-19, who-15), cop(uniform-19, are-16), advmod(uniform-19, also-17), case(uniform-19, in-18), acl:relcl(children-13, uniform-19), punct(children-2, .-20)] 	233
[det(person-3, A-1), amod(person-3, homeless-2), nsubj(taking-5, person-3), aux(taking-5, is-4), root(ROOT-0, taking-5), det(nap-7, a-6), dobj(taking-5, nap-7), punct(taking-5, .-8)] 	[det(person-3, A-1), amod(person-3, homeless-2), nsubj(takes-4, person-3), root(ROOT-0, takes-4), det(nap-6, a-5), dobj(takes-4, nap-6), punct(takes-4, .-7)] 	234
[det(man-2, A-1), nsubj(sitting-4, man-2), aux(sitting-4, is-3), root(ROOT-0, sitting-4), xcomp(sitting-4, watching-5), det(parade-7, a-6), dobj(watching-5, parade-7), case(cars-10, of-8), compound(cars-10, clown-9), nmod:of(parade-7, cars-10), punct(sitting-4, .-11)] 	[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, watching-3), det(procession-5, the-4), dobj(watching-3, procession-5), punct(man-2, .-6)] 	235
[amod(people-2, Multiple-1), nsubj(carry-3, people-2), root(ROOT-0, carry-3), det(float-7, a-4), amod(float-7, sesame-5), compound(float-7, street-6), dobj(carry-3, float-7), case(streets-10, through-8), det(streets-10, the-9), nmod:through(carry-3, streets-10), case(parade-13, for-11), det(parade-13, a-12), nmod:for(streets-10, parade-13), punct(carry-3, .-14)] 	[nummod(people-2, Two-1), nsubj(riding-3, people-2), root(ROOT-0, riding-3), det(Drajatehma-5, a-4), dobj(riding-3, Drajatehma-5), case(street-8, in-6), det(street-8, the-7), nmod:in(riding-3, street-8), case(person-11, with-9), det(person-11, a-10), nmod:with(riding-3, person-11), amod(person-11, standing-12), case(proximity-15, on-13), det(proximity-15, the-14), nmod:on(standing-12, proximity-15), case(them-17, of-16), nmod:of(proximity-15, them-17), case(sidewalk-20, on-18), det(sidewalk-20, the-19), nmod:on(proximity-15, sidewalk-20), punct(riding-3, .-21)] 	236
[nummod(men-2, two-1), nsubj(cats-4, men-2), amod(cats-4, holding-3), root(ROOT-0, cats-4), punct(cats-4, .-5)] 	[det(men-3, The-1), nummod(men-3, three-2), nsubj(chasing-4, men-3), root(ROOT-0, chasing-4), det(dog-6, a-5), dobj(chasing-4, dog-6), punct(chasing-4, .-7)] 	237
[det(female-2, A-1), nsubj(vaulting-4, female-2), aux(vaulting-4, is-3), root(ROOT-0, vaulting-4), case(Olympics-7, at-5), det(Olympics-7, the-6), nmod:at(vaulting-4, Olympics-7), punct(vaulting-4, .-8)] 	[root(ROOT-0, Gymnast-1), case(competition-4, in-2), det(competition-4, the-3), nmod:in(Gymnast-1, competition-4), punct(Gymnast-1, .-5)] 	238
[det(man-2, A-1), nsubj(eating-4, man-2), aux(eating-4, is-3), root(ROOT-0, eating-4), det(cake-6, some-5), dobj(eating-4, cake-6), mark(walks-9, as-7), nsubj(walks-9, he-8), advcl(eating-4, walks-9), punct(eating-4, .-10)] 	[nsubj(seems-2, It-1), root(ROOT-0, seems-2), mark(gets-6, that-3), det(man-5, a-4), nsubj(gets-6, man-5), ccomp(seems-2, gets-6), det(lot-8, a-7), dobj(gets-6, lot-8), case(love-10, of-9), nmod:of(lot-8, love-10), case(shark-15, from-11), det(shark-15, the-12), amod(shark-15, great-13), amod(shark-15, white-14), nmod:from(gets-6, shark-15), punct(seems-2, .-16)] 	239
[det(man-2, A-1), nsubj(resting-4, man-2), aux(resting-4, is-3), root(ROOT-0, resting-4), case(wipeout-7, from-5), det(wipeout-7, a-6), nmod:from(resting-4, wipeout-7), nsubj(had-9, he-8), acl:relcl(wipeout-7, had-9), case(trick-14, due-10), mwe(due-10, to-11), det(trick-14, a-12), amod(trick-14, hard-13), nmod:due_to(had-9, trick-14)] 	[nsubj(take-2, Women-1), root(ROOT-0, take-2), det(break-4, a-3), dobj(take-2, break-4), punct(take-2, .-5)] 	240
[det(person-2, A-1), nsubj(checking-4, person-2), aux(checking-4, is-3), root(ROOT-0, checking-4), compound:prt(checking-4, out-5), dobj(checking-4, buildings-6), mark(buy-8, to-7), advcl(checking-4, buy-8), punct(checking-4, .-9)] 	[det(man-2, A-1), nsubj(looks-3, man-2), root(ROOT-0, looks-3), case(some-5, at-4), nmod:at(looks-3, some-5), case(food-8, of-6), det(food-8, the-7), nmod:of(some-5, food-8), case(stick-11, on-9), det(stick-11, a-10), nmod:on(some-5, stick-11), mark(buying-13, to-12), acl(stick-11, buying-13), conj:or(buying-13, buying-13'), case(himself-15, for-14), nmod:for(buying-13, himself-15), cc(buying-13, or-16), case(person-19, for-17), det(person-19, another-18), nmod:for(buying-13', person-19), punct(looks-3, .-20)] 	241
[det(man-2, The-1), nsubj(office-6, man-2), cop(office-6, is-3), case(office-6, at-4), det(office-6, the-5), root(ROOT-0, office-6), punct(office-6, .-7)] 	[det(man-2, The-1), nsubj(director-8, man-2), case(room-5, in-3), det(room-5, the-4), nmod:in(man-2, room-5), cop(director-8, is-6), det(director-8, the-7), root(ROOT-0, director-8), punct(director-8, .-9)] 	242
[det(musician-2, A-1), nsubj(plays-3, musician-2), root(ROOT-0, plays-3), dobj(plays-3, guitar-4), mark(sitting-6, while-5), advcl(plays-3, sitting-6), punct(plays-3, .-7)] 	[nsubj(plays-2, Musician-1), root(ROOT-0, plays-2), det(guitar-4, the-3), dobj(plays-2, guitar-4), punct(plays-2, .-5)] 	243
[det(biker-2, The-1), nsubj(riding-4, biker-2), aux(riding-4, is-3), root(ROOT-0, riding-4), case(race-8, in-5), det(race-8, a-6), compound(race-8, bike-7), nmod:in(riding-4, race-8), punct(riding-4, .-9)] 	[compound(bike-3, Women-1), compound(bike-3, Arkpn-2), root(ROOT-0, bike-3), case(race-7, in-4), det(race-7, the-5), compound(race-7, road-6), nmod:in(bike-3, race-7), punct(bike-3, .-8)] 	244
[det(carts-4, The-1), compound(carts-4, Vons-2), compound(carts-4, shopping-3), nsubjpass(loaded-7, carts-4), aux(loaded-7, are-5), auxpass(loaded-7, being-6), root(ROOT-0, loaded-7), case(truck-10, onto-8), det(truck-10, the-9), nmod:onto(loaded-7, truck-10), case(man-13, by-11), det(man-13, a-12), nmod:agent(loaded-7, man-13), punct(loaded-7, .-14)] 	[det(group-2, A-1), root(ROOT-0, group-2), case(cars-4, of-3), nmod:of(group-2, cars-4), acl(cars-4, parked-5), case(street-8, on-6), det(street-8, the-7), nmod:on(parked-5, street-8), punct(group-2, .-9)] 	245
[det(girl-3, The-1), amod(girl-3, Chinese-2), nsubj(playing-5, girl-3), aux(playing-5, was-4), root(ROOT-0, playing-5), det(guitar-7, the-6), dobj(playing-5, guitar-7), punct(playing-5, .-8)] 	[nummod(men-2, Two-1), nsubj(play-3, men-2), root(ROOT-0, play-3), det(guitar-5, a-4), dobj(play-3, guitar-5), mark(boat-11, while-6), nsubj(boat-11, they-7), cop(boat-11, are-8), case(boat-11, on-9), det(boat-11, a-10), advcl:on(play-3, boat-11), punct(play-3, .-12)] 	246
[det(person-2, The-1), nsubj(hiding-4, person-2), aux(hiding-4, is-3), root(ROOT-0, hiding-4), case(umbrella-7, under-5), det(umbrella-7, an-6), nmod:under(hiding-4, umbrella-7), punct(hiding-4, .-8)] 	[root(ROOT-0, Person-1), case(umbrella-4, under-2), det(umbrella-4, the-3), nmod:under(Person-1, umbrella-4), punct(Person-1, .-5)] 	247
[det(woman-2, A-1), nsubj(flying-7, woman-2), cc(woman-2, and-3), nmod:poss(kids-5, her-4), conj:and(woman-2, kids-5), aux(flying-7, are-6), root(ROOT-0, flying-7), dobj(flying-7, kites-8), punct(flying-7, .-9)] 	[det(woman-2, A-1), nsubj(fly-6, woman-2), cc(woman-2, and-3), nmod:poss(children-5, her-4), conj:and(woman-2, children-5), root(ROOT-0, fly-6), dobj(fly-6, kites-7), case(rain-10, in-8), det(rain-10, the-9), nmod:in(fly-6, rain-10), punct(fly-6, .-11)] 	248
[det(man-2, A-1), nsubj(attempts-3, man-2), root(ROOT-0, attempts-3), mark(get-5, to-4), xcomp(attempts-3, get-5), amod(signal-7, good-6), dobj(get-5, signal-7), case(cafe-11, inside-8), det(cafe-11, an-9), compound(cafe-11, internet-10), nmod:inside(signal-7, cafe-11), punct(attempts-3, .-12)] 	[det(call-3, The-1), compound(call-3, phone-2), root(ROOT-0, call-3), dep(call-3, someone-4), case(sidewalk-7, on-5), det(sidewalk-7, the-6), nmod:on(someone-4, sidewalk-7), punct(call-3, .-8)] 	249
[nummod(men-2, Two-1), nsubj(learning-3, men-2), root(ROOT-0, learning-3), mark(use-5, to-4), xcomp(learning-3, use-5), nmod:poss(legs-7, their-6), dobj(use-5, legs-7), advmod(use-5, again-8), punct(learning-3, .-9)] 	[nsubj(use-4, Women-1), cc(Women-1, and-2), conj:and(Women-1, men-3), root(ROOT-0, use-4), nmod:poss(hands-6, their-5), dobj(use-4, hands-6), mark(make-8, to-7), advcl(use-4, make-8), nmod:poss(point-10, their-9), dobj(make-8, point-10), punct(use-4, .-11)] 	250
